YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Page, VA",51139,28859,2815,12.2,3465
1997-01-01,"Page, VA",51139,31157,2997,12.8,3507
1998-01-01,"Page, VA",51139,32595,2731,11.7,3578
1999-01-01,"Page, VA",51139,32541,2507,10.9,3590
2000-01-01,"Page, VA",51139,34357,2439,10.6,3616
2001-01-01,"Page, VA",51139,33828,2339,10.1,3601
2002-01-01,"Page, VA",51139,33785,2578,11.0,3537
2003-01-01,"Page, VA",51139,34429,2812,11.9,3532
2004-01-01,"Page, VA",51139,35720,2752,11.6,3584
2005-01-01,"Page, VA",51139,38549,3116,13.3,3626
2006-01-01,"Page, VA",51139,38183,3093,13.0,3665
2007-01-01,"Page, VA",51139,40295,2912,12.2,3701
2008-01-01,"Page, VA",51139,41120,3370,14.2,3692
2009-01-01,"Page, VA",51139,39299,2964,12.5,3687
2010-01-01,"Page, VA",51139,39569,2942,12.0,3687
2011-01-01,"Page, VA",51139,39375,2922,12.0,3682
2012-01-01,"Page, VA",51139,39362,2931,12.0,3677
2013-01-01,"Page, VA",51139,39338,2944,12.0,3675
2014-01-01,"Page, VA",51139,39379,2959,12.0,3675
2015-01-01,"Page, VA",51139,39434,2969,12.0,3676
2016-01-01,"Page, VA",51139,39494,2974,12.0,3677
2017-01-01,"Page, VA",51139,39543,2974,12.0,3679
2018-01-01,"Page, VA",51139,39576,2973,12.0,3680
2019-01-01,"Page, VA",51139,39596,2972,12.0,3681
